exam_id,year,applicants,seats,exam_name,conducting_body,category,applicant_pressure,selection_probability,applicants_growth_pct,stability_index,api_norm,gai_norm,si_norm,sp_inverse_norm,risk_factor,risk_score,risk_category
E01,2024,1250000,1000,UPSC CSE,UPSC,Civil Services,1250.0,0.0008,4.166666666666674,79056.94150420948,0.9475524475524476,0.4861111111111125,0.4444444444444445,0.9949300699300642,71.56050893550889,71.56050893550889,High Risk
E02,2024,3600000,8800,SSC CGL,SSC,Staff Selection,409.09090909090907,0.0024444444444444444,2.857142857142847,158113.88300841895,0.24189446916719642,0.3333333333333325,1.0,0.7760780885780814,50.10747774952306,50.10747774952306,Medium Risk
E03,2024,820000,3900,IBPS PO,IBPS,Banking,210.25641025641025,0.00475609756097561,7.8947368421052655,87063.19543871566,0.07504034427111349,0.9210526315789487,0.5007066621304981,0.46843019785092416,47.298577207231254,47.298577207231254,Medium Risk
E04,2024,190000,380,RBI Grade B,RBI,Banking,500.0,0.002,5.555555555555558,15811.388300841896,0.3181818181818182,0.6481481481481491,0.0,0.8352272727272692,43.10921717171715,43.10921717171715,Medium Risk
E05,2024,580000,4800,CDS,UPSC,Defense,120.83333333333333,0.008275862068965517,3.571428571428581,31622.776601683792,0.0,0.41666666666666824,0.11111111111111112,0.0,14.72222222222227,14.72222222222227,Low Risk
